"Product ID";"Name";"Category ";"Category Name";"Price tax excl.";"Tax rules ID";"Wholesale price";"Description";"url_image"
"30713";"PEBEO GUTTA WATER BASED BLACK 20ML";"198";"Fabric Liner";"375.000000";"0";"375.000000";"<p>Thick textured water based Setasilk guttas can be used for outlining Setasilk paintings. They are applied directly with a tube or an applicator bottle. They pass perfectly through the fiber of the fabric and stop Setasilk colors which can be then applied. Once fixed with an iron water based guttas resist washing except for the clear gutta which is especially formulated to be removable by washing.It is used to draw outlines in silk painting,It can be use on  all kinds of silk.                                  </p>";"http://venustradersonline.com/img/p/1/6/7/5/1675.jpg"
"30735";"PEBEO STUDIO ACRYLIC COLOUR 011 500ML TITANIUM WHITE";"111";"Acrylic Colours";"865.000000";"0";"865.000000";"<p>Studio Acrylics High Viscosity are versatile, adhesive and perfect for textured work.These colours offers bright and deep,richly pigmented colours with a satin,matt finish and very good light fastness.Studio Acrylics High Viscosity are adapted for working with the chosen material and work excellently on canvas, cardboard, wood, metal and more.It can be used alone, mixed together, or combined with Studio Acrylics mediums to expand creative possibilities</p>";"http://venustradersonline.com/img/p/4/2/5/425.jpg"
"30735";"PEBEO STUDIO ACRYLIC COLOUR 011 500ML TITANIUM WHITE";"111";"Acrylic Colours";"865.000000";"0";"865.000000";"<p>Studio Acrylics High Viscosity are versatile, adhesive and perfect for textured work.These colours offers bright and deep,richly pigmented colours with a satin,matt finish and very good light fastness.Studio Acrylics High Viscosity are adapted for working with the chosen material and work excellently on canvas, cardboard, wood, metal and more.It can be used alone, mixed together, or combined with Studio Acrylics mediums to expand creative possibilities</p>";"http://venustradersonline.com/img/p/4/2/6/426.jpg"
"30736";"PEBEO STUDIO ACRYLIC COLOUR 500ML-14 COBALT BLUE IMIT";"111";"Acrylic Colours";"945.000000";"0";"945.000000";"<p>Studio high viscosity acrylic is a satin finish acrylic which is particularly well suited to work with materials and in relief because of its thick consistency. It retains the brush or painting knife marks. The colors can be used directly from the tubes or with pebeo acrylic mediums depending on the desired effect; it adheres strongly and is indelible once dry. The formula of the studio acrylic pastes is free of heavy metals, richly pigmented colours with a satin, matt finish and very good light fastness.</p>";"http://venustradersonline.com/img/p/1/7/6/1/1761.jpg"
"30737";"PEBEO STUDIO ACRYLIC COLOUR 500ML-17 PHTHALOCYANINE BLUE";"111";"Acrylic Colours";"865.000000";"0";"865.000000";"<p>Studio high viscosity acrylic is a satin finish acrylic which is particularly well suited to work with materials and in relief because of its thick consistency. It retains the brush or painting knife marks. The colors can be used directly from the tubes or with pebeo acrylic mediums depending on the desired effect; it adheres strongly and is indelible once dry. The formula of the studio acrylic pastes is free of heavy metals, richly pigmented colours with a satin, matt finish and very good light fastness.</p>
<p></p>";"http://venustradersonline.com/img/p/1/7/6/2/1762.jpg"
"30738";"PEBEO STUDIO ACRYLIC COLOUR 500ML-18 NAPHTOLENE CARMINE";"111";"Acrylic Colours";"750.000000";"0";"750.000000";"<p>Studio high viscosity acrylic is a satin finish acrylic which is particularly well suited to work with materials and in relief because of its thick consistency. It retains the brush or painting knife marks. The colors can be used directly from the tubes or with pebeo acrylic mediums depending on the desired effect; it adheres strongly and is indelible once dry. The formula of the studio acrylic pastes is free of heavy metals, richly pigmented colours with a satin, matt finish and very good light fastness.</p>";"http://venustradersonline.com/img/p/1/7/6/4/1764.jpg"
"30739";"PEBEO STUDIO ACRYLIC COLOUR 500ML-26 MARS BLACK";"111";"Acrylic Colours";"865.000000";"0";"865.000000";"<p>Studio Acrylics High Viscosity are versatile, adhesive and perfect for textured work.These colours offers bright and deep,richly pigmented colours with a satin,matt finish and very good light fastness.Studio Acrylics High Viscosity are adapted for working with the chosen material and work excellently on canvas, cardboard, wood, metal and more.It can be used alone, mixed together, or combined with Studio Acrylics mediums to expand creative possibilities.</p>";"http://venustradersonline.com/img/p/4/2/7/427.jpg"
"30739";"PEBEO STUDIO ACRYLIC COLOUR 500ML-26 MARS BLACK";"111";"Acrylic Colours";"865.000000";"0";"865.000000";"<p>Studio Acrylics High Viscosity are versatile, adhesive and perfect for textured work.These colours offers bright and deep,richly pigmented colours with a satin,matt finish and very good light fastness.Studio Acrylics High Viscosity are adapted for working with the chosen material and work excellently on canvas, cardboard, wood, metal and more.It can be used alone, mixed together, or combined with Studio Acrylics mediums to expand creative possibilities.</p>";"http://venustradersonline.com/img/p/4/2/8/428.jpg"
"30740";"PEBEO STUDIO ACRYLIC COLOUR 500ML-33 CADMIUM RED";"111";"Acrylic Colours";"945.000000";"0";"945.000000";"<p>Studio high viscosity acrylic is a satin finish acrylic which is particularly well suited to work with materials and in relief because of its thick consistency. It retains the brush or painting knife marks. The colors can be used directly from the tubes or with pebeo acrylic mediums depending on the desired effect; it adheres strongly and is indelible once dry. The formula of the studio acrylic pastes is free of heavy metals, richly pigmented colours with a satin, matt finish and very good light fastness.</p>";"http://venustradersonline.com/img/p/1/7/7/2/1772.jpg"
"30741";"PEBEO STUDIO ACRYLIC COLOUR 500ML-38 BURNT SIENNA";"111";"Acrylic Colours";"995.000000";"0";"995.000000";"<p>Studio high viscosity acrylic is a satin finish acrylic which is particularly well suited to work with materials and in relief because of its thick consistency. It retains the brush or painting knife marks. The colors can be used directly from the tubes or with pebeo acrylic mediums depending on the desired effect; it adheres strongly and is indelible once dry. The formula of the studio acrylic pastes is free of heavy metals, richly pigmented colours with a satin, matt finish and very good light fastness.</p>";"http://venustradersonline.com/img/p/1/0/4/9/1049.jpg"
